Timestamp,Conductivity,NO3,Q,Temp,Turbidity,Level,Dayofweek,Month
2016-12-08T19:00:00,,,,,,0.472,3,12
2016-12-08T20:00:00,489.0,,,28.33,0.0,0.472,3,12
2016-12-08T21:00:00,489.0,,,28.08,0.0,0.473,3,12
2016-12-08T22:00:00,,,,,,0.474,3,12
2016-12-08T23:00:00,489.0,,,27.87,0.8,0.474,3,12
2016-12-09T00:00:00,490.0,,,27.68,0.4,0.476,4,12
2016-12-09T01:00:00,,,,,,0.479,4,12
2016-12-09T02:00:00,491.0,,,27.52,0.4,0.477,4,12
2016-12-09T03:00:00,490.0,,,27.37,0.0,0.478,4,12
2016-12-09T04:00:00,,,,,,0.477,4,12
2016-12-09T05:00:00,490.0,,,27.2,0.3,0.477,4,12
2016-12-09T06:00:00,491.0,,,27.15,0.9,0.476,4,12
2016-12-09T07:00:00,,,,,,0.478,4,12
2016-12-09T08:00:00,491.0,,,27.27,0.3,0.478,4,12
2016-12-09T09:00:00,492.0,,,27.46,0.8,0.478,4,12
2016-12-09T10:00:00,,,,,,0.479,4,12
2016-12-09T11:00:00,492.0,,,27.73,0.0,0.481,4,12
2016-12-09T12:00:00,492.0,,,28.0,0.0,0.483,4,12
2016-12-09T13:00:00,,,,,,0.483,4,12
2016-12-09T14:00:00,493.0,,,28.24,0.0,0.485,4,12
2016-12-09T15:00:00,492.0,,,28.62,0.0,0.488,4,12
2016-12-09T16:00:00,,,,,,0.483,4,12
2016-12-09T17:00:00,494.0,,,28.57,0.0,0.483,4,12
2016-12-09T18:00:00,493.0,,,28.44,0.0,0.483,4,12
2016-12-09T19:00:00,,,,,,0.485,4,12
2016-12-09T20:00:00,493.0,,,28.34,0.0,0.482,4,12
2016-12-09T21:00:00,495.0,,,28.21,0.0,0.481,4,12
2016-12-09T22:00:00,,,,,,0.482,4,12
2016-12-09T23:00:00,496.0,,,28.07,0.0,0.481,4,12
2016-12-10T00:00:00,495.0,,,27.92,0.0,0.482,5,12
2016-12-10T01:00:00,,,,,,0.481,5,12
2016-12-10T02:00:00,494.0,,,27.69,0.0,0.486,5,12
2016-12-10T03:00:00,495.0,,,27.56,0.0,0.486,5,12
2016-12-10T04:00:00,,,,,,0.483,5,12
2016-12-10T05:00:00,496.0,,,27.44,0.0,0.482,5,12
2016-12-10T06:00:00,497.0,,,27.37,0.3,0.48,5,12
2016-12-10T07:00:00,,,,,,0.481,5,12
2016-12-10T08:00:00,498.0,,,27.38,0.5,0.48,5,12
2016-12-10T09:00:00,498.0,,,27.59,0.0,0.48,5,12
2016-12-10T10:00:00,,,,,,0.48,5,12
2016-12-10T11:00:00,498.0,,,27.69,0.0,0.482,5,12
2016-12-10T12:00:00,498.0,,,27.85,0.0,0.484,5,12
2016-12-10T13:00:00,,,,,,0.485,5,12
2016-12-10T14:00:00,499.0,,,27.97,0.0,0.485,5,12
2016-12-10T15:00:00,500.0,,,28.08,0.0,0.485,5,12
2016-12-10T16:00:00,,,,,,0.484,5,12
2016-12-10T17:00:00,501.0,,,27.96,0.0,0.485,5,12
2016-12-10T18:00:00,502.0,,,27.74,0.0,0.484,5,12
2016-12-10T19:00:00,,,,,,0.484,5,12
2016-12-10T20:00:00,503.0,,,27.57,0.0,0.482,5,12
2016-12-10T21:00:00,504.0,,,27.43,0.0,0.482,5,12
2016-12-10T22:00:00,,,,,,0.48,5,12
2016-12-10T23:00:00,504.0,,,27.3,0.0,0.479,5,12
2016-12-11T00:00:00,505.0,,,27.19,0.0,0.478,6,12
2016-12-11T01:00:00,,,,,,0.479,6,12
2016-12-11T02:00:00,502.0,,,26.96,0.4,0.485,6,12
2016-12-11T03:00:00,502.0,,,26.85,0.4,0.483,6,12
2016-12-11T04:00:00,,,,,,0.483,6,12
2016-12-11T05:00:00,505.0,,,26.75,0.0,0.482,6,12
2016-12-11T06:00:00,507.0,,,26.69,2.0,0.482,6,12
2016-12-11T07:00:00,,,,,,0.481,6,12
2016-12-11T08:00:00,508.0,,,26.64,0.9,0.481,6,12
2016-12-11T09:00:00,508.0,,,26.76,0.0,0.48,6,12
2016-12-11T10:00:00,,,,,,0.479,6,12
2016-12-11T11:00:00,508.0,,,26.85,0.0,0.478,6,12
2016-12-11T12:00:00,508.0,,,26.95,0.0,0.476,6,12
2016-12-11T13:00:00,,,,,,0.475,6,12
2016-12-11T14:00:00,508.0,,,27.02,0.0,0.475,6,12
2016-12-11T15:00:00,508.0,,,27.0,0.0,0.474,6,12
2016-12-11T16:00:00,,,,,,0.475,6,12
2016-12-11T17:00:00,509.0,,,26.81,0.0,0.476,6,12
2016-12-11T18:00:00,511.0,,,26.63,0.0,0.476,6,12
2016-12-11T19:00:00,,,,,,0.476,6,12
2016-12-11T20:00:00,513.0,,,26.5,0.0,0.477,6,12
2016-12-11T21:00:00,511.0,,,26.37,0.0,0.481,6,12
2016-12-11T22:00:00,,,,,,0.489,6,12
2016-12-11T23:00:00,509.0,,,26.28,0.0,0.489,6,12
2016-12-12T00:00:00,510.0,,,26.18,0.3,0.493,0,12
2016-12-12T01:00:00,,,,,,0.501,0,12
2016-12-12T02:00:00,510.0,,,26.11,0.0,0.5,0,12
2016-12-12T03:00:00,511.0,,,26.03,0.0,0.501,0,12
2016-12-12T04:00:00,,,,,,0.5,0,12
2016-12-12T05:00:00,511.0,,,25.95,0.0,0.5,0,12
2016-12-12T06:00:00,512.0,,,25.88,1.2,0.499,0,12
2016-12-12T07:00:00,,,,,,0.498,0,12
2016-12-12T08:00:00,515.0,,,25.83,0.8,0.503,0,12
2016-12-12T09:00:00,515.0,,,25.93,0.0,0.501,0,12
2016-12-12T10:00:00,,,,,,0.505,0,12
2016-12-12T11:00:00,516.0,,,26.06,0.0,0.504,0,12
2016-12-12T12:00:00,516.0,,,26.13,0.0,0.507,0,12
2016-12-12T13:00:00,,,,,,0.508,0,12
2016-12-12T14:00:00,516.0,,,26.14,0.0,0.509,0,12
2016-12-12T15:00:00,516.0,,,26.1,0.0,0.514,0,12
2016-12-12T16:00:00,,,,,,0.528,0,12
2016-12-12T17:00:00,518.0,,,25.91,0.0,0.545,0,12
2016-12-12T18:00:00,523.0,,,25.8,0.0,0.5760000000000001,0,12
2016-12-12T19:00:00,,,,,,0.6223333333333333,0,12
2016-12-12T20:00:00,530.0,,,25.58,0.0,0.6703333333333333,0,12
2016-12-12T21:00:00,595.0,,,25.44,0.0,0.7126666666666667,0,12
2016-12-12T22:00:00,,,,,,0.7716666666666666,0,12
2016-12-12T23:00:00,658.0,,,25.65,0.2,0.8246666666666668,0,12
2016-12-13T00:00:00,659.0,,,25.51,1.2,0.8683333333333333,1,12
2016-12-13T01:00:00,,,,,,0.907,1,12
2016-12-13T02:00:00,727.0,,,25.18,3.1,0.947,1,12
2016-12-13T03:00:00,1027.0,,,25.03,6.3,0.966,1,12
2016-12-13T04:00:00,,,,,,0.979,1,12
2016-12-13T05:00:00,884.0,,,25.1,8.9,0.982,1,12
2016-12-13T06:00:00,703.0,,,25.14,12.2,0.986,1,12
2016-12-13T07:00:00,,,,,,0.988,1,12
2016-12-13T08:00:00,595.0,,,25.24,17.4,0.985,1,12
2016-12-13T09:00:00,,,,,,0.983,1,12
2016-12-13T10:00:00,514.0,,,25.33,24.2,0.976,1,12
2016-12-13T11:00:00,483.0,,,25.42,30.4,0.9865,1,12
2016-12-13T12:00:00,,,,,,1.0095,1,12
2016-12-13T13:00:00,460.0,,,25.42,21.2,1.04,1,12
2016-12-13T14:00:00,422.0,,,25.32,25.1,1.047,1,12
2016-12-13T15:00:00,,,,,,1.055,1,12
2016-12-13T16:00:00,423.0,,,25.25,12.5,1.058,1,12
2016-12-13T17:00:00,428.0,,,25.21,8.0,1.061,1,12
2016-12-13T18:00:00,,,,,,1.0659999999999998,1,12
2016-12-13T19:00:00,421.0,,,25.09,3.7,1.072,1,12
2016-12-13T20:00:00,421.0,,,25.04,3.3,1.074,1,12
2016-12-13T21:00:00,,,,,,1.0759999999999998,1,12
2016-12-13T22:00:00,420.0,,,25.04,2.5,1.089,1,12
2016-12-13T23:00:00,422.0,,,25.08,0.0,1.11,1,12
2016-12-14T00:00:00,,,,,,1.123,2,12
2016-12-14T01:00:00,433.0,,,25.19,0.0,1.134,2,12
2016-12-14T02:00:00,447.0,,,25.3,0.0,1.136,2,12
2016-12-14T03:00:00,,,,,,1.139,2,12
2016-12-14T04:00:00,455.0,,,25.41,0.0,1.138,2,12
2016-12-14T05:00:00,457.0,,,25.4,0.3,1.14,2,12
2016-12-14T06:00:00,,,,,,1.134,2,12
2016-12-14T07:00:00,459.0,,,25.5,0.0,1.127,2,12
2016-12-14T08:00:00,469.0,,,25.56,0.0,1.118,2,12
2016-12-14T09:00:00,,,,,,1.11,2,12
2016-12-14T10:00:00,490.0,,,25.71,0.5,1.101,2,12
2016-12-14T11:00:00,511.0,,,25.91,0.0,1.109,2,12
2016-12-14T12:00:00,,,,,,1.105,2,12
2016-12-14T13:00:00,520.0,,,26.1,0.0,1.095,2,12
2016-12-14T14:00:00,500.0,,,26.22,0.0,1.079,2,12
2016-12-14T15:00:00,,,,,,1.064,2,12
2016-12-14T16:00:00,506.0,,,26.19,0.0,1.048,2,12
2016-12-14T17:00:00,513.0,,,26.04,0.0,1.037,2,12
2016-12-14T18:00:00,,,,,,1.03,2,12
2016-12-14T19:00:00,528.0,,,25.91,0.0,1.0045,2,12
2016-12-14T20:00:00,,,,,,0.9805,2,12
2016-12-14T21:00:00,542.0,,,25.82,0.0,0.9620000000000001,2,12
2016-12-14T22:00:00,549.0,,,25.77,0.0,0.949,2,12
2016-12-14T23:00:00,,,,,,0.931,2,12
2016-12-15T00:00:00,554.0,,,25.7,0.0,0.916,3,12
2016-12-15T01:00:00,552.0,,,25.64,0.0,0.899,3,12
2016-12-15T02:00:00,,,,,,0.884,3,12
2016-12-15T03:00:00,545.0,,,25.59,0.0,0.872,3,12
2016-12-15T04:00:00,538.0,,,25.58,0.0,0.861,3,12
2016-12-15T05:00:00,,,,,,0.8490000000000001,3,12
2016-12-15T06:00:00,531.0,,,25.63,0.0,0.836,3,12
2016-12-15T07:00:00,526.0,,,25.89,0.0,0.825,3,12
2016-12-15T08:00:00,,,,,,0.815,3,12
2016-12-15T09:00:00,525.0,,,26.16,0.0,0.8029999999999999,3,12
2016-12-15T10:00:00,523.0,,,26.55,0.0,0.7929999999999999,3,12
2016-12-15T11:00:00,,,,,,0.7829999999999999,3,12
2016-12-15T12:00:00,521.0,,,26.92,0.0,0.777,3,12
2016-12-15T13:00:00,,,,,,0.77,3,12
2016-12-15T14:00:00,518.0,,,27.4,0.0,0.764,3,12
2016-12-15T15:00:00,515.0,,,27.57,0.0,0.758,3,12
2016-12-15T16:00:00,,,,,,0.752,3,12
2016-12-15T17:00:00,514.0,,,27.57,0.0,0.7490000000000001,3,12
2016-12-15T18:00:00,513.0,,,27.42,0.0,0.743,3,12
2016-12-15T19:00:00,,,,,,,3,12
2016-12-15T20:00:00,513.0,,,27.25,0.0,0.741,3,12
2016-12-15T21:00:00,513.0,,,27.12,0.0,0.737,3,12
2016-12-15T22:00:00,,,,,,0.7340000000000001,3,12
2016-12-15T23:00:00,515.0,,,27.06,0.0,0.731,3,12
2016-12-16T00:00:00,517.0,,,26.99,0.0,0.7240000000000001,4,12
2016-12-16T01:00:00,,,,,,0.72,4,12
2016-12-16T02:00:00,519.0,,,26.91,0.0,0.715,4,12
2016-12-16T03:00:00,521.0,,,26.8,0.0,0.708,4,12
2016-12-16T04:00:00,,,,,,0.701,4,12
2016-12-16T05:00:00,522.0,,,26.7,0.0,0.6970000000000001,4,12
2016-12-16T06:00:00,523.0,,,26.72,0.0,0.69,4,12
2016-12-16T07:00:00,,,,,,0.685,4,12
2016-12-16T08:00:00,525.0,,,26.93,0.0,0.679,4,12
2016-12-16T09:00:00,,,,,,0.6729999999999999,4,12
2016-12-16T10:00:00,527.0,,,27.0,0.0,0.67,4,12
2016-12-16T11:00:00,529.0,,,27.21,0.0,0.6679999999999999,4,12
2016-12-16T12:00:00,,,,,,0.675,4,12
2016-12-16T13:00:00,527.0,,,27.18,0.0,0.695,4,12
2016-12-16T14:00:00,527.0,,,27.19,0.0,0.713,4,12
2016-12-16T15:00:00,,,,,,0.8340000000000001,4,12
2016-12-16T16:00:00,530.0,,,27.09,0.0,1.05175,4,12
2016-12-16T17:00:00,493.0,,,27.08,0.0,1.1745,4,12
2016-12-16T18:00:00,,,,,,1.185,4,12
2016-12-16T19:00:00,404.0,,,27.07,49.9,1.175,4,12
2016-12-16T20:00:00,313.0,,,27.06,60.4,1.165,4,12
2016-12-16T21:00:00,,,,,,1.155,4,12
2016-12-16T22:00:00,271.0,,,26.99,48.6,1.155,4,12
2016-12-16T23:00:00,267.0,,,27.23,27.4,1.148,4,12
2016-12-17T00:00:00,,,,,,1.1225,5,12
2016-12-17T01:00:00,254.0,,,27.32,40.5,1.0975,5,12
2016-12-17T02:00:00,,,,,,1.0705,5,12
2016-12-17T03:00:00,259.0,,,27.73,46.2,1.0459999999999998,5,12
2016-12-17T04:00:00,253.0,,,27.37,51.9,1.035,5,12
2016-12-17T05:00:00,,,,,,1.019,5,12
2016-12-17T06:00:00,246.0,,,27.28,49.1,1.002,5,12
2016-12-17T07:00:00,244.0,,,27.34,48.5,0.989,5,12
2016-12-17T08:00:00,,,,,,0.975,5,12
2016-12-17T09:00:00,251.0,,,27.69,38.9,0.955,5,12
2016-12-17T10:00:00,265.0,,,27.5,33.8,0.945,5,12
2016-12-17T11:00:00,,,,,,0.931,5,12
2016-12-17T12:00:00,286.0,,,27.61,23.3,0.917,5,12
2016-12-17T13:00:00,310.0,,,27.66,19.6,0.904,5,12
2016-12-17T14:00:00,,,,,,0.893,5,12
2016-12-17T15:00:00,335.0,,,27.76,13.1,0.8809999999999999,5,12
2016-12-17T16:00:00,348.0,,,27.48,10.9,0.868,5,12
2016-12-17T17:00:00,,,,,,0.856,5,12
2016-12-17T18:00:00,358.0,,,27.34,7.2,0.847,5,12
2016-12-17T19:00:00,365.0,,,27.18,6.2,0.838,5,12
2016-12-17T20:00:00,,,,,,0.8290000000000001,5,12
2016-12-17T21:00:00,370.0,,,27.03,5.9,0.8190000000000001,5,12
2016-12-17T22:00:00,373.0,,,26.91,3.3,0.809,5,12
2016-12-17T23:00:00,,,,,,0.8029999999999999,5,12
2016-12-18T00:00:00,377.0,,,26.91,0.0,0.792,6,12
2016-12-18T01:00:00,,,,,,0.7859999999999999,6,12
2016-12-18T02:00:00,379.0,,,26.69,1.4,0.7809999999999999,6,12
2016-12-18T03:00:00,382.0,,,26.6,0.6,0.772,6,12
2016-12-18T04:00:00,,,,,,0.765,6,12
2016-12-18T05:00:00,386.0,,,26.52,0.0,0.757,6,12
2016-12-18T06:00:00,389.0,,,26.5,0.0,0.752,6,12
2016-12-18T07:00:00,,,,,,0.748,6,12
2016-12-18T08:00:00,393.0,,,26.62,0.0,0.74,6,12
2016-12-18T09:00:00,398.0,,,26.88,0.0,0.733,6,12
2016-12-18T10:00:00,,,,,,0.728,6,12
2016-12-18T11:00:00,401.0,,,27.1,0.0,0.722,6,12
2016-12-18T12:00:00,405.0,,,27.26,0.5,0.7190000000000001,6,12
2016-12-18T13:00:00,,,,,,0.715,6,12
2016-12-18T14:00:00,410.0,,,27.5,0.0,0.7140000000000001,6,12
2016-12-18T15:00:00,414.0,,,27.63,0.0,0.7090000000000001,6,12
2016-12-18T16:00:00,,,,,,0.7070000000000001,6,12
2016-12-18T17:00:00,417.0,,,27.6,0.0,0.701,6,12
2016-12-18T18:00:00,423.0,,,27.58,0.0,0.7,6,12
2016-12-18T19:00:00,,,,,,0.696,6,12
2016-12-18T20:00:00,427.0,,,27.28,0.0,0.695,6,12
2016-12-18T21:00:00,431.0,,,27.11,0.0,0.69,6,12
2016-12-18T22:00:00,,,,,,0.688,6,12
2016-12-18T23:00:00,433.0,,,26.98,0.0,0.6829999999999999,6,12
2016-12-19T00:00:00,436.0,,,26.85,0.0,0.6779999999999999,0,12
2016-12-19T01:00:00,,,,,,0.6729999999999999,0,12
2016-12-19T02:00:00,437.0,,,26.74,0.0,0.669,0,12
2016-12-19T03:00:00,,,,,,0.6659999999999999,0,12
2016-12-19T04:00:00,438.0,,,26.73,0.0,0.6629999999999999,0,12
2016-12-19T05:00:00,439.0,,,26.52,0.0,0.659,0,12
2016-12-19T06:00:00,,,,,,0.653,0,12
2016-12-19T07:00:00,440.0,,,26.52,0.0,0.649,0,12
2016-12-19T08:00:00,441.0,,,26.65,0.0,0.6459999999999999,0,12
2016-12-19T09:00:00,,,,,,0.64,0,12
2016-12-19T10:00:00,442.0,,,26.85,0.0,0.635,0,12
2016-12-19T11:00:00,444.0,,,27.16,0.0,0.63,0,12
2016-12-19T12:00:00,,,,,,0.628,0,12
2016-12-19T13:00:00,446.0,,,27.66,0.0,0.622,0,12
2016-12-19T14:00:00,447.0,,,27.87,0.0,0.62,0,12
2016-12-19T15:00:00,,,,,,0.614,0,12
2016-12-19T16:00:00,448.0,,,28.07,0.0,0.612,0,12
2016-12-19T17:00:00,451.0,,,28.04,0.0,0.607,0,12
2016-12-19T18:00:00,,,,,,0.605,0,12
2016-12-19T19:00:00,452.0,,,27.88,0.0,0.601,0,12
2016-12-19T20:00:00,453.0,,,27.69,0.0,0.599,0,12
2016-12-19T21:00:00,,,,,,0.596,0,12
2016-12-19T22:00:00,456.0,,,27.53,0.0,0.594,0,12
2016-12-19T23:00:00,459.0,,,27.38,0.0,0.591,0,12
2016-12-20T00:00:00,,,,,,0.588,1,12
2016-12-20T01:00:00,463.0,,,27.22,0.0,0.588,1,12
2016-12-20T02:00:00,467.0,,,27.07,0.0,0.586,1,12
2016-12-20T03:00:00,,,,,,0.585,1,12
2016-12-20T04:00:00,470.0,,,26.96,0.0,0.5820000000000001,1,12
2016-12-20T05:00:00,473.0,,,26.84,0.0,0.5820000000000001,1,12
2016-12-20T06:00:00,,,,,,0.5820000000000001,1,12
2016-12-20T07:00:00,475.0,,,26.84,0.0,0.58,1,12
2016-12-20T08:00:00,476.0,,,26.87,0.0,0.581,1,12
2016-12-20T09:00:00,,,,,,0.578,1,12
2016-12-20T10:00:00,477.0,,,27.0,0.0,0.5760000000000001,1,12
2016-12-20T11:00:00,479.0,,,27.22,0.0,0.575,1,12
2016-12-20T12:00:00,,,,,,0.574,1,12
2016-12-20T13:00:00,480.0,,,27.48,0.0,0.573,1,12
2016-12-20T14:00:00,482.0,,,27.72,0.0,0.57,1,12
2016-12-20T15:00:00,,,,,,0.569,1,12
2016-12-20T16:00:00,482.0,,,27.88,0.0,0.5670000000000001,1,12
2016-12-20T17:00:00,483.0,,,27.9,0.0,0.5660000000000001,1,12
2016-12-20T18:00:00,,,,,,0.564,1,12
2016-12-20T19:00:00,484.0,,,27.71,0.0,0.564,1,12
2016-12-20T20:00:00,484.0,,,27.52,0.0,0.564,1,12
2016-12-20T21:00:00,,,,,,0.563,1,12
2016-12-20T22:00:00,484.0,,,27.37,0.0,0.561,1,12
2016-12-20T23:00:00,484.0,,,27.22,0.0,0.561,1,12
2016-12-21T00:00:00,,,,,,0.5589999999999999,2,12
2016-12-21T01:00:00,485.0,,,27.07,0.0,0.5589999999999999,2,12
2016-12-21T02:00:00,487.0,,,26.93,0.0,0.557,2,12
2016-12-21T03:00:00,,,,,,0.555,2,12
2016-12-21T04:00:00,489.0,,,26.79,0.0,0.5539999999999999,2,12
2016-12-21T05:00:00,492.0,,,26.68,0.0,0.5529999999999999,2,12
2016-12-21T06:00:00,,,,,,0.552,2,12
2016-12-21T07:00:00,496.0,,,26.71,0.0,0.552,2,12
2016-12-21T08:00:00,498.0,,,26.75,0.0,0.5489999999999999,2,12
2016-12-21T09:00:00,,,,,,0.5489999999999999,2,12
2016-12-21T10:00:00,499.0,,,26.89,0.0,0.5479999999999999,2,12
2016-12-21T11:00:00,501.0,,,27.14,0.0,0.545,2,12
2016-12-21T12:00:00,,,,,,0.545,2,12
2016-12-21T13:00:00,504.0,,,27.53,0.0,0.544,2,12
2016-12-21T14:00:00,505.0,,,27.85,0.0,0.5429999999999999,2,12
2016-12-21T15:00:00,,,,,,0.541,2,12
2016-12-21T16:00:00,507.0,,,28.07,0.0,0.5379999999999999,2,12
2016-12-21T17:00:00,507.0,,,28.05,0.0,0.5379999999999999,2,12
2016-12-21T18:00:00,,,,,,0.537,2,12
2016-12-21T19:00:00,507.0,,,27.88,0.0,0.535,2,12
2016-12-21T20:00:00,507.0,,,27.69,0.0,0.536,2,12
2016-12-21T21:00:00,,,,,,0.534,2,12
2016-12-21T22:00:00,507.0,,,27.51,0.0,0.532,2,12
2016-12-21T23:00:00,508.0,,,27.33,0.0,0.531,2,12
2016-12-22T00:00:00,,,,,,0.531,3,12
2016-12-22T01:00:00,507.0,,,27.17,0.0,0.529,3,12
2016-12-22T02:00:00,508.0,,,27.03,0.0,0.528,3,12
2016-12-22T03:00:00,,,,,,0.527,3,12
2016-12-22T04:00:00,508.0,,,26.9,0.0,0.525,3,12
2016-12-22T05:00:00,508.0,,,26.78,0.0,0.525,3,12
2016-12-22T06:00:00,,,,,,0.524,3,12
2016-12-22T07:00:00,508.0,,,26.8,0.0,0.526,3,12
2016-12-22T08:00:00,509.0,,,26.89,0.0,0.527,3,12
2016-12-22T09:00:00,,,,,,0.527,3,12
2016-12-22T10:00:00,509.0,,,27.0,0.0,0.527,3,12
2016-12-22T11:00:00,510.0,,,27.08,0.0,0.526,3,12
2016-12-22T12:00:00,,,,,,0.524,3,12
2016-12-22T13:00:00,511.0,,,27.22,0.0,0.523,3,12
2016-12-22T14:00:00,512.0,,,27.32,0.0,0.524,3,12
2016-12-22T15:00:00,,,,,,0.523,3,12
2016-12-22T16:00:00,513.0,,,27.4,0.0,0.524,3,12
2016-12-22T17:00:00,513.0,,,27.39,0.0,0.522,3,12
2016-12-22T18:00:00,,,,,,0.522,3,12
2016-12-22T19:00:00,514.0,,,27.27,0.0,0.521,3,12
2016-12-22T20:00:00,514.0,,,27.13,0.0,0.52,3,12
2016-12-22T21:00:00,,,,,,0.518,3,12
2016-12-22T22:00:00,514.0,,,27.02,0.0,0.519,3,12
2016-12-22T23:00:00,514.0,,,26.91,0.0,0.52,3,12
2016-12-23T00:00:00,,,,,,0.52,4,12
2016-12-23T01:00:00,515.0,,,26.8,0.0,0.518,4,12
2016-12-23T02:00:00,515.0,,,26.72,0.0,0.517,4,12
2016-12-23T03:00:00,,,,,,0.517,4,12
2016-12-23T04:00:00,516.0,,,26.64,0.0,0.519,4,12
2016-12-23T05:00:00,516.0,,,26.57,0.0,0.519,4,12
2016-12-23T06:00:00,,,,,,0.518,4,12
2016-12-23T07:00:00,517.0,,,26.55,0.0,0.519,4,12
2016-12-23T08:00:00,517.0,,,26.65,0.0,0.518,4,12
2016-12-23T09:00:00,,,,,,0.518,4,12
2016-12-23T10:00:00,518.0,,,26.8,0.0,0.518,4,12
2016-12-23T11:00:00,519.0,,,27.05,0.0,0.515,4,12
