Timestamp,Q,Conductivity,NO3,Temp,Turbidity,Level,Dayofweek,Month
2016-12-08T12:00:00,-65.3255,12192.0,,,11.2,,3,12
2016-12-08T13:00:00,-100.2365,,,,,,3,12
2016-12-08T14:00:00,-68.78616666666667,17977.0,,,3.4,,3,12
2016-12-08T15:00:00,-75.86149999999998,,,,,,3,12
2016-12-08T16:00:00,-32.543000000000006,31072.0,,,5.2,,3,12
2016-12-08T17:00:00,31.360166666666668,,,,,,3,12
2016-12-08T18:00:00,82.5545,28800.0,,,6.3,,3,12
2016-12-08T19:00:00,133.05416666666667,,,,,,3,12
2016-12-08T20:00:00,135.75066666666666,20332.0,,,8.3,,3,12
2016-12-08T21:00:00,83.50299999999999,,,,,,3,12
2016-12-08T22:00:00,,15497.0,,,6.7,,3,12
2016-12-08T23:00:00,,,,,,,3,12
2016-12-09T00:00:00,,,,,,,4,12
2016-12-09T01:00:00,,,,,,,4,12
2016-12-09T02:00:00,,,,,,,4,12
2016-12-09T03:00:00,-98.65,,,,,,4,12
2016-12-09T04:00:00,-97.80816666666664,17619.0,,,19.7,,4,12
2016-12-09T05:00:00,-25.35166666666667,,,,,,4,12
2016-12-09T06:00:00,60.758,28890.0,,,10.2,,4,12
2016-12-09T07:00:00,93.94433333333332,,,,,,4,12
2016-12-09T08:00:00,66.7865,16444.0,,,3.7,,4,12
2016-12-09T09:00:00,66.18175000000001,,,,,,4,12
2016-12-09T10:00:00,,9346.0,,,4.5,,4,12
2016-12-09T11:00:00,,,,,,,4,12
2016-12-09T12:00:00,,,,,,,4,12
2016-12-09T13:00:00,,,,,,,4,12
2016-12-09T14:00:00,-48.47733333333333,9962.0,,,5.7,,4,12
2016-12-09T15:00:00,-69.3285,,,,,,4,12
2016-12-09T16:00:00,-70.84150000000002,23527.0,,,9.2,,4,12
2016-12-09T17:00:00,-31.1755,,,,,,4,12
2016-12-09T18:00:00,55.12533333333334,34000.0,,,4.4,,4,12
2016-12-09T19:00:00,103.09266666666667,,,,,,4,12
2016-12-09T20:00:00,154.4478333333333,20136.0,,,4.4,,4,12
2016-12-09T21:00:00,110.87700000000001,,,,,,4,12
2016-12-09T22:00:00,,12932.0,,,4.5,,4,12
2016-12-09T23:00:00,,,,,,,4,12
2016-12-10T00:00:00,,,,,,,5,12
2016-12-10T01:00:00,,,,,,,5,12
2016-12-10T02:00:00,,,,,,,5,12
2016-12-10T03:00:00,,,,,,,5,12
2016-12-10T04:00:00,-122.6978,5714.0,,,8.6,,5,12
2016-12-10T05:00:00,-108.92216666666666,,,,,,5,12
2016-12-10T06:00:00,-45.01866666666666,28313.0,,,14.0,,5,12
2016-12-10T07:00:00,66.53683333333333,,,,,,5,12
2016-12-10T08:00:00,122.909,20980.0,,,6.0,,5,12
2016-12-10T09:00:00,100.70283333333332,,,,,,5,12
2016-12-10T10:00:00,84.23580000000003,10069.0,,,7.1,,5,12
2016-12-10T11:00:00,,,,,,,5,12
2016-12-10T12:00:00,,,,,,,5,12
2016-12-10T13:00:00,,,,,,,5,12
2016-12-10T14:00:00,,,,,,,5,12
2016-12-10T15:00:00,-76.15916666666666,,,,,,5,12
2016-12-10T16:00:00,-89.79633333333334,17783.0,,,6.7,,5,12
2016-12-10T17:00:00,-81.6236666666667,,,,,,5,12
2016-12-10T18:00:00,-30.3945,34352.0,,,5.9,,5,12
2016-12-10T19:00:00,103.687,,,,,,5,12
2016-12-10T20:00:00,160.49800000000005,28051.0,,,2.5,,5,12
2016-12-10T21:00:00,164.33783333333338,,,,,,5,12
2016-12-10T22:00:00,99.92566666666669,15115.0,,,3.4,,5,12
2016-12-10T23:00:00,,,,,,,5,12
2016-12-11T00:00:00,,,,,,,6,12
2016-12-11T01:00:00,,,,,,,6,12
2016-12-11T02:00:00,,,,,,,6,12
2016-12-11T03:00:00,,,,,,,6,12
2016-12-11T04:00:00,-155.1235,,,,,,6,12
2016-12-11T05:00:00,-171.89216666666667,,,,,,6,12
2016-12-11T06:00:00,-137.749,25068.0,,,17.9,,6,12
2016-12-11T07:00:00,-42.372333333333344,,,,,,6,12
2016-12-11T08:00:00,116.53666666666668,36701.0,,,6.4,,6,12
2016-12-11T09:00:00,100.32416666666668,,,,,,6,12
2016-12-11T10:00:00,106.12100000000002,19932.0,,,8.3,,6,12
2016-12-11T11:00:00,49.5326,,,,,,6,12
2016-12-11T12:00:00,,11733.0,,,7.2,,6,12
2016-12-11T13:00:00,,,,,,,6,12
2016-12-11T14:00:00,,,,,,,6,12
2016-12-11T15:00:00,-98.407,,,,,,6,12
2016-12-11T16:00:00,-124.31016666666667,6747.0,,,8.6,,6,12
2016-12-11T17:00:00,-144.31316666666666,,,,,,6,12
2016-12-11T18:00:00,-127.46483333333332,29320.0,,,7.7,,6,12
2016-12-11T19:00:00,-22.139833333333332,,,,,,6,12
2016-12-11T20:00:00,148.74383333333333,34809.0,,,4.6,,6,12
2016-12-11T21:00:00,187.1505,,,,,,6,12
2016-12-11T22:00:00,156.98883333333333,18967.0,,,3.6,,6,12
2016-12-11T23:00:00,77.007,,,,,,6,12
2016-12-12T00:00:00,,5679.0,,,9.2,,0,12
2016-12-12T01:00:00,,,,,,,0,12
2016-12-12T02:00:00,,,,,,,0,12
2016-12-12T03:00:00,,,,,,,0,12
2016-12-12T04:00:00,,,,,,,0,12
2016-12-12T05:00:00,-215.176,,,,,,0,12
2016-12-12T06:00:00,-215.4358333333333,10425.0,,,25.1,,0,12
2016-12-12T07:00:00,-177.78233333333333,,,,,,0,12
2016-12-12T08:00:00,-61.40250000000001,44910.0,,,39.4,,0,12
2016-12-12T09:00:00,160.14766666666662,,,,,,0,12
2016-12-12T10:00:00,208.00716666666665,30990.0,,,7.7,,0,12
2016-12-12T11:00:00,212.71616666666665,,,,,,0,12
2016-12-12T12:00:00,143.387,16880.0,,,20.4,,0,12
2016-12-12T13:00:00,100.01,,,,,,0,12
2016-12-12T14:00:00,,4673.0,,,10.9,,0,12
2016-12-12T15:00:00,,,,,,,0,12
2016-12-12T16:00:00,-88.934,1564.0,,,9.1,,0,12
2016-12-12T17:00:00,-115.46783333333332,,,,,,0,12
2016-12-12T18:00:00,-121.81416666666668,12558.0,,,11.9,,0,12
2016-12-12T19:00:00,-84.74216666666669,,,,,,0,12
2016-12-12T20:00:00,77.17716666666666,31080.0,,,8.0,,0,12
2016-12-12T21:00:00,181.51566666666665,,,,,,0,12
2016-12-12T22:00:00,188.34466666666665,13448.0,,,8.3,,0,12
2016-12-12T23:00:00,124.85166666666667,,,,,,0,12
2016-12-13T00:00:00,,3864.0,,,10.5,,1,12
2016-12-13T01:00:00,,,,,,,1,12
2016-12-13T02:00:00,,,,,,,1,12
2016-12-13T03:00:00,,,,,,,1,12
