Timestamp,Q,Conductivity,NO3,Temp,Turbidity,Level,Dayofweek,Month
2016-12-08T13:00:00,-42.611,,,,,,3,12
2016-12-08T14:00:00,-48.30500000000001,0.0,,,0.0,10.303333333333333,3,12
2016-12-08T15:00:00,-49.87433333333333,0.0,,,0.0,10.602,3,12
2016-12-08T16:00:00,-35.325,0.0,,,0.0,10.788,3,12
2016-12-08T17:00:00,24.020166666666665,0.0,,,0.0,10.82,3,12
2016-12-08T18:00:00,68.324,0.0,,,0.0,10.684000000000001,3,12
2016-12-08T19:00:00,108.10966666666666,0.0,,,0.0,10.463333333333333,3,12
2016-12-08T20:00:00,94.51175,0.0,,,0.0,10.165,3,12
2016-12-08T21:00:00,,0.0,,,1.0,9.885,3,12
2016-12-08T22:00:00,,,,,,9.655,3,12
2016-12-08T23:00:00,,,,,,9.475,3,12
2016-12-09T00:00:00,,,,,,9.35,4,12
2016-12-09T01:00:00,,,,,,9.3625,4,12
2016-12-09T02:00:00,,,,,,9.606,4,12
2016-12-09T03:00:00,,0.0,,,0.0,9.925,4,12
2016-12-09T04:00:00,-61.86150000000001,0.0,,,0.0,10.29,4,12
2016-12-09T05:00:00,-29.97666666666667,0.0,,,0.0,10.515,4,12
2016-12-09T06:00:00,42.06033333333335,0.0,,,0.0,10.525,4,12
2016-12-09T07:00:00,75.67516666666667,0.0,,,0.0,10.378,4,12
2016-12-09T08:00:00,73.4196,0.0,,,0.0,10.198,4,12
2016-12-09T09:00:00,,0.0,,,0.0,9.9425,4,12
2016-12-09T10:00:00,,,,,,9.754,4,12
2016-12-09T11:00:00,,,,,,9.613333333333333,4,12
2016-12-09T12:00:00,,,,,,9.555,4,12
2016-12-09T13:00:00,,,,,,9.72,4,12
2016-12-09T14:00:00,-43.082,0.0,,,0.0,9.988333333333333,4,12
2016-12-09T15:00:00,-56.526,0.0,,,0.0,10.345,4,12
2016-12-09T16:00:00,-57.407833333333336,0.0,,,0.0,10.63,4,12
2016-12-09T17:00:00,-38.57783333333333,0.0,,,0.0,10.846666666666666,4,12
2016-12-09T18:00:00,39.69433333333333,0.0,,,0.0,10.8475,4,12
2016-12-09T19:00:00,100.65783333333331,0.0,,,0.0,10.638333333333334,4,12
2016-12-09T20:00:00,89.55116666666667,0.0,,,0.0,10.335,4,12
2016-12-09T21:00:00,58.1405,0.0,,,0.0,10.036666666666667,4,12
2016-12-09T22:00:00,,,,,,9.758333333333333,4,12
2016-12-09T23:00:00,,,,,,9.536666666666667,4,12
2016-12-10T00:00:00,,,,,,9.355,5,12
2016-12-10T01:00:00,,,,,,9.233333333333333,5,12
2016-12-10T02:00:00,,,,,,9.29,5,12
